customer_id,revenue,number_of_orders,recency_days,ClustID
7791,867,8,220,1
7880,668,5,170,1
30369,862,7,24,1
4967,940,8,201,1
14881,499,6,134,1
1386,657,7,129,1
10609,812,8,231,1
15650,235,4,210,1
6508,576,8,118,1
20230,790,8,117,1
36019,312,4,76,1
38395,513,5,7,1
36619,304,4,246,1
16114,343,5,130,1
854,612,8,76,1
38494,656,9,231,1
13294,514,7,49,1
5987,698,7,181,1
17253,713,8,98,1
9082,727,7,44,1
23145,764,9,72,1
39255,463,5,184,1
23160,576,7,115,1
34063,440,5,143,1
6009,554,7,53,1
26700,612,7,239,1
22438,678,9,35,1
22065,707,9,228,1
31817,581,6,158,1
35687,583,10,167,1
8287,798,9,167,1
22521,786,9,172,1
15820,664,6,218,1
4257,834,8,235,1
33245,671,6,127,1
5613,529,6,83,1
35305,487,7,140,1
35486,559,8,15,1
27788,675,10,143,1
32960,589,9,140,1
32295,640,6,65,1
31184,238,6,72,1
34804,614,8,114,1
23279,596,6,89,1
16809,775,9,133,1
6128,754,8,69,1
3460,854,8,72,1
21963,701,9,131,1
27585,576,8,279,1
31025,682,7,12,1
16982,499,5,94,1
10722,541,7,102,1
6208,379,5,197,1
303,570,8,97,1
32139,932,7,119,1
27888,772,9,97,1
1206,790,8,101,1
29980,719,9,82,1
32895,612,8,39,1
6973,520,5,237,1
29248,653,8,178,1
39575,759,8,140,1
9672,559,6,170,1
35744,878,8,175,1
16826,656,7,73,1
16420,681,7,175,1
7948,476,6,220,1
6052,684,8,47,1
17096,795,8,205,1
13078,671,9,123,1
12017,599,6,55,1
36101,490,6,104,1
39521,542,6,221,1
16925,683,7,141,1
21291,642,9,168,1
15147,898,7,83,1
8160,728,7,218,1
30787,391,5,138,1
31034,592,8,117,1
877,303,5,15,1
32763,645,8,13,1
2136,579,7,63,1
34087,762,8,242,1
37986,735,9,48,1
14955,668,7,129,1
38905,593,7,229,1
11271,774,8,59,1
12839,872,7,45,1
379,667,7,174,1
14079,660,8,96,1
35202,448,8,177,1
9538,544,7,167,1
26484,509,7,132,1
27582,485,7,12,1
36617,358,6,180,1
26078,280,3,145,1
19767,550,5,153,1
25013,595,6,104,1
1038,667,9,82,1
12407,653,9,229,1
1256,668,7,53,1
29763,590,7,70,1
4840,467,9,143,1
19191,801,7,93,1
17172,677,8,139,1
31970,597,8,62,1
8731,282,6,153,1
8264,436,6,150,1
25633,760,8,124,1
33043,520,6,91,1
13587,551,7,113,1
13206,488,8,221,1
8074,504,8,87,1
21458,440,10,68,1
25228,843,8,47,1
18730,655,8,147,1
14337,756,7,170,1
30012,655,9,76,1
7283,572,7,188,1
16145,697,7,133,1
11045,759,8,147,1
3225,522,10,150,1
1960,660,8,211,1
19973,405,6,66,1
12224,657,8,74,1
12345,615,9,65,1
28180,721,8,111,1
6018,258,3,127,1
13882,381,4,268,1
27,581,7,225,1
7808,434,4,263,1
14838,803,8,219,1
37748,674,7,60,1
36454,538,7,290,1
38816,814,9,154,1
38815,660,6,120,1
9819,474,6,120,1
35181,540,7,163,1
26865,590,10,27,1
22410,492,5,114,1
5071,807,7,12,1
14328,410,6,178,1
3278,972,7,173,1
30504,569,7,96,1
35654,106,3,200,1
23715,585,5,134,1
36915,723,8,62,1
21116,784,9,112,1
18440,713,8,87,1
13651,583,10,172,1
29298,732,8,84,1
28264,744,7,181,1
7252,603,7,78,1
14603,696,7,208,1
5829,726,9,106,1
7274,506,6,87,1
30644,807,8,234,1
16651,357,7,59,1
38360,502,6,242,1
26253,549,5,277,1
4510,502,4,151,1
37639,739,9,95,1
17680,582,8,178,1
32795,849,8,123,1
21052,529,8,158,1
17873,340,4,19,1
26680,779,8,73,1
18260,719,6,127,1
10230,822,7,247,1
10629,823,8,149,1
28301,666,9,68,1
11562,784,8,43,1
12562,774,8,131,1
22188,735,9,74,1
32008,773,9,156,1
24110,613,6,293,1
21429,378,4,113,1
20978,655,7,78,1
32791,548,7,265,1
5525,699,8,80,1
7118,884,8,92,1
21572,544,3,262,1
24928,846,8,188,1
16630,683,5,164,1
13995,661,8,288,1
8091,354,6,121,1
39843,668,6,28,1
18108,777,6,212,1
23972,722,7,34,1
6556,662,8,85,1
28917,706,8,230,1
29872,695,8,138,1
25670,611,6,69,1
19918,645,6,184,1
21008,418,6,210,1
12054,376,7,218,1
33395,678,9,247,1
17924,344,5,172,1
9641,665,8,199,1
34860,582,8,206,1
19070,552,6,128,1
14749,747,8,51,1
6432,725,8,30,1
1767,662,8,167,1
28991,309,4,104,1
7512,876,8,120,1
31579,797,8,79,1
11279,608,9,258,1
24550,886,8,128,1
18113,748,8,132,1
39482,523,8,87,1
16292,644,8,156,1
2080,636,9,185,1
5513,294,4,224,1
6787,626,8,151,1
8541,719,8,110,1
21311,448,7,112,1
32140,709,9,171,1
3674,696,6,61,1
22612,723,9,192,1
11378,597,6,229,1
11299,590,6,29,1
9346,243,6,29,1
15402,793,9,160,1
39106,621,8,44,1
3206,914,8,107,1
12968,237,4,16,1
28086,297,5,129,1
20942,468,6,212,1
21849,636,6,266,1
18915,630,8,123,1
37438,211,4,254,1
1108,688,7,125,1
19273,842,9,211,1
7756,777,9,131,1
11595,412,4,81,1
6229,531,8,295,1
13459,854,7,209,1
7870,690,7,72,1
36381,721,7,73,1
29828,170,4,253,1
35872,688,8,224,1
9624,400,4,174,1
11327,634,7,45,1
20638,787,8,50,1
32565,495,8,72,1
33076,684,8,104,1
27524,539,4,149,1
8391,840,8,40,1
8093,824,8,80,1
1897,737,7,70,1
18729,732,9,28,1
27163,614,7,283,1
17459,783,9,139,1
4403,208,4,146,1
2285,667,7,173,1
11934,502,7,35,1
18829,797,9,131,1
20001,433,6,249,1
21819,800,6,292,1
20955,620,8,21,1
12370,793,6,201,1
7408,802,7,108,1
35201,795,9,120,1
27328,380,4,169,1
15600,686,7,56,1
12918,728,7,44,1
23780,285,4,25,1
25951,487,8,152,1
8703,509,6,113,1
22120,592,9,40,1
12415,352,5,49,1
35549,812,9,152,1
28843,716,8,20,1
8536,610,7,176,1
19825,582,7,69,1
7710,877,8,60,1
24994,631,8,47,1
35791,875,8,155,1
18377,562,9,138,1
17248,697,7,223,1
28426,455,10,172,1
37726,576,9,109,1
24869,369,4,49,1
1418,936,7,88,1
20351,685,6,234,1
742,853,8,173,1
22099,833,9,189,1
17062,644,8,73,1
33539,701,5,10,1
8861,582,6,42,1
32253,813,9,167,1
8250,609,8,205,1
17196,853,7,221,1
6942,674,7,216,1
18957,384,6,204,1
26377,336,5,43,1
36659,685,8,71,1
38200,360,6,199,1
5520,834,8,147,1
15972,641,9,43,1
33509,555,6,205,1
180,659,9,173,1
22809,561,11,133,1
11217,673,7,126,1
27435,793,7,18,1
12720,745,9,120,1
28151,843,8,137,1
5661,695,8,81,1
38243,681,6,255,1
17121,623,8,210,1
38027,712,8,181,1
21182,790,9,152,1
8954,810,9,187,1
16555,794,8,156,1
17265,691,7,178,1
20360,533,7,82,1
35968,583,8,182,1
3239,700,10,158,1
8728,486,7,220,1
10305,445,6,190,1
1234,400,6,138,1
20879,418,7,290,1
37927,549,5,236,1
38541,423,7,60,1
22756,652,8,246,1
30862,690,8,73,1
19128,611,7,157,1
7894,822,7,173,1
25419,686,8,208,1
2486,697,8,197,1
1552,682,9,203,1
25097,526,6,57,1
28485,600,10,156,1
27990,474,10,179,1
1863,619,6,112,1
2642,690,9,73,1
2483,558,8,133,1
38383,710,8,276,1
29457,755,9,153,1
18552,435,6,105,1
33107,602,7,169,1
38797,498,6,188,1
5830,726,9,150,1
28041,717,9,107,1
18702,739,9,222,1
29039,665,5,113,1
5207,745,9,121,1
15899,683,9,98,1
37527,543,6,230,1
33971,541,9,156,1
9016,777,8,224,1
12478,615,6,116,1
4524,545,9,203,1
33770,618,7,250,1
38042,319,4,53,1
29896,400,4,163,1
14742,631,7,132,1
3626,613,5,59,1
25480,626,8,183,1
23865,508,8,163,1
26995,394,5,166,1
20941,577,6,209,1
26587,539,6,186,1
28961,370,5,213,1
2036,216,3,11,1
23525,364,5,98,1
7874,688,7,12,1
38345,794,9,139,1
18202,523,7,21,1
29352,680,8,45,1
11305,636,10,112,1
6116,450,7,274,1
17548,691,8,164,1
5183,654,7,231,1
6298,509,7,206,1
5040,391,6,207,1
7700,894,8,197,1
5301,708,7,133,1
4263,647,6,153,1
34840,512,6,137,1
6203,394,7,249,1
16219,767,8,151,1
5640,499,6,173,1
6268,889,8,181,1
5538,488,7,136,1
30942,782,9,147,1
29824,766,9,100,1
10176,370,5,165,1
30374,848,8,26,1
32337,239,4,212,1
4321,673,8,73,1
18139,415,4,269,1
39891,906,8,105,1
6598,797,7,22,1
16876,461,7,131,1
19645,461,7,104,1
33933,717,9,203,1
25992,575,8,199,1
568,355,7,64,1
18962,753,8,176,1
5048,549,5,194,1
25608,807,8,225,1
7470,851,8,201,1
34388,644,7,37,1
24813,804,8,174,1
32050,688,9,170,1
36450,639,6,187,1
35476,406,6,93,1
12960,461,6,80,1
4969,559,5,254,1
7023,861,8,241,1
30348,662,7,184,1
32024,653,8,193,1
30258,642,9,70,1
8500,658,7,238,1
30947,837,8,70,1
26275,527,5,195,1
22169,622,8,134,1
19897,713,8,191,1
26969,681,8,110,1
27115,601,5,241,1
35790,663,9,67,1
21603,781,7,93,1
14730,658,7,166,1
882,216,4,264,1
34528,717,8,143,1
28374,649,7,212,1
33835,715,7,169,1
7393,527,7,244,1
29602,665,7,85,1
26066,314,5,122,1
39806,434,5,172,1
33866,548,8,193,1
5219,482,9,184,1
23899,467,6,116,1
2382,600,8,42,1
38326,458,6,165,1
13453,368,5,132,1
11047,560,6,64,1
19972,493,6,76,1
20093,436,7,226,1
15020,722,9,185,1
20820,418,6,89,1
8335,610,8,290,1
25037,468,7,185,1
27383,593,7,17,1
10690,695,6,120,1
24009,720,8,124,1
30256,574,7,4,1
25587,751,7,46,1
25865,442,6,176,1
34491,740,6,187,1
17947,685,9,115,1
10360,652,6,127,1
29434,675,9,15,1
9847,667,6,156,1
39308,635,9,186,1
32504,248,3,222,1
5906,565,6,87,1
18523,718,9,222,1
24067,462,6,215,1
31011,482,9,104,1
30677,778,9,167,1
35378,638,7,113,1
2403,770,6,137,1
18127,317,5,127,1
14613,583,9,107,1
31380,716,7,163,1
36434,786,9,104,1
19485,1148,14,208,2
24300,1302,12,125,2
23086,1495,13,135,2
6467,1548,14,112,2
30151,1520,14,54,2
2948,1335,14,39,2
11119,1976,20,77,2
32980,1259,15,98,2
31978,1469,16,131,2
8003,1344,15,55,2
27071,1641,15,229,2
1856,1440,14,80,2
11734,1520,14,45,2
12085,1356,14,95,2
3078,1252,13,58,2
34803,1440,18,31,2
35586,1177,14,6,2
35836,1205,14,110,2
22249,1336,16,102,2
36829,1722,17,189,2
16768,1440,15,96,2
19684,975,16,26,2
7422,1355,13,136,2
18830,1573,16,97,2
1278,1539,19,100,2
36425,1360,13,149,2
25474,1331,12,47,2
28468,1599,16,186,2
21080,1223,16,146,2
14382,1686,14,109,2
1674,1830,18,107,2
33124,1591,14,176,2
28219,1175,14,51,2
3733,1200,15,126,2
20791,1151,14,144,2
36768,1611,14,123,2
25859,1649,14,53,2
38831,1742,16,137,2
17089,1480,14,151,2
4976,1416,13,183,2
28210,1727,15,120,2
35573,1173,14,110,2
25206,1545,17,66,2
13620,1353,13,244,2
14104,1906,17,86,2
34648,1538,14,19,2
8874,1290,13,34,2
27562,1314,13,156,2
1186,1493,14,41,2
33149,1266,13,166,2
33351,1322,13,172,2
37745,1418,14,112,2
19172,1366,16,6,2
15839,1287,13,13,2
2598,1414,15,67,2
11618,1552,19,106,2
5488,1415,13,104,2
12388,1307,15,82,2
11289,1112,14,138,2
5003,1656,15,120,2
6479,1534,14,191,2
26054,1152,14,96,2
17585,2303,18,47,2
18542,1527,15,235,2
6919,1456,14,89,2
11596,1960,20,198,2
30364,1307,14,15,2
23644,1357,12,21,2
15075,1901,16,133,2
12760,1629,15,109,2
11770,1736,15,118,2
19779,1473,15,286,2
23971,1793,19,147,2
25049,1321,12,132,2
9475,1647,17,132,2
7910,1344,14,37,2
14437,1274,19,100,2
26177,1441,12,236,2
16261,1354,15,57,2
9112,2046,21,119,2
6577,1431,14,73,2
34131,1510,14,3,2
13777,1227,14,87,2
22713,1811,15,54,2
35490,1340,12,85,2
29196,1551,10,124,2
29303,1177,14,32,2
11263,1596,14,45,2
29870,1141,14,115,2
21765,1477,16,140,2
23955,1423,13,106,2
36706,1459,16,98,2
6848,1710,14,105,2
15353,1496,12,142,2
9727,1579,15,37,2
33953,1455,14,165,2
24449,1343,13,76,2
20652,1307,16,71,2
37404,1413,13,73,2
5484,1686,18,202,2
21547,1234,15,112,2
35197,1404,12,95,2
6838,1234,15,230,2
16614,1536,16,47,2
14687,1427,16,143,2
4688,1601,15,193,2
32493,1232,13,137,2
28514,1333,14,118,2
27600,1395,12,146,2
36705,1666,16,176,2
24225,1441,13,179,2
27577,1405,12,70,2
23079,1335,13,176,2
4152,1423,18,92,2
30524,1493,14,349,2
35882,1350,16,120,2
24836,1516,16,58,2
2267,1647,14,177,2
39131,1493,14,118,2
37635,1313,15,130,2
12602,1509,17,123,2
3819,1309,12,199,2
7376,1970,19,112,2
22081,1470,15,189,2
17906,1488,13,182,2
10624,1325,12,88,2
30937,1420,14,127,2
38472,1303,14,218,2
9430,1303,13,187,2
2917,1568,18,71,2
20889,1571,15,23,2
15989,1195,16,174,2
1681,1505,12,129,2
18124,1758,15,112,2
39880,1537,15,48,2
16351,1159,14,147,2
15042,1455,14,109,2
14008,1275,14,237,2
37565,1215,15,172,2
16656,1859,18,92,2
7417,1092,14,157,2
22745,1215,13,184,2
14668,1576,13,66,2
21384,1572,16,60,2
416,1496,16,317,2
12757,2209,20,165,2
33928,1357,12,125,2
7468,1454,14,181,2
6182,1452,12,16,2
7133,1204,14,123,2
17564,2047,17,78,2
7216,1501,13,332,2
33428,1410,13,120,2
5238,1195,15,59,2
11584,1327,13,101,2
562,1304,14,145,2
20676,1207,13,228,2
15011,1331,14,126,2
26126,1207,13,232,2
3699,1257,14,281,2
11034,1469,12,297,2
39652,1866,18,139,2
2038,1909,15,76,2
4810,1269,13,23,2
37899,1345,14,192,2
16702,1018,15,95,2
7961,1431,13,51,2
3503,1432,13,56,2
12702,1612,14,234,2
36814,1284,15,114,2
35754,1722,16,28,2
16679,1286,15,40,2
5104,1391,12,262,2
2354,1226,13,101,2
19696,1252,14,233,2
8453,1944,15,205,2
12400,1538,15,120,2
7854,1381,15,41,2
10498,1393,17,145,2
2777,1380,14,67,2
20594,1221,13,93,2
26112,1915,13,191,2
39549,2117,18,190,2
10411,1283,14,30,2
33612,1418,11,92,2
19003,1381,17,165,2
28011,1360,14,10,2
38092,1813,19,33,2
15933,1618,13,113,2
33537,1304,15,162,2
27418,1298,13,48,2
32361,1246,13,158,2
27489,1476,17,17,2
3747,1367,13,69,2
15687,1456,12,275,2
36985,1584,16,33,2
8487,1432,13,151,2
36842,1772,18,140,2
11396,1550,14,182,2
921,1954,18,175,2
32220,1370,15,62,2
17613,1253,13,41,2
17068,1424,11,47,2
848,1259,16,203,2
24208,1356,15,77,2
38285,1270,15,8,2
4102,1279,14,110,2
7515,1511,14,293,2
28952,1413,12,29,2
25712,1573,20,163,2
16652,1954,14,91,2
7278,1285,13,97,2
36042,1201,13,134,2
12174,1546,12,34,2
21285,1965,17,15,2
15234,1379,13,148,2
3150,1654,15,145,2
31868,1573,16,135,2
33216,1315,13,46,2
30262,1127,14,78,2
23960,1551,12,187,2
35558,1340,14,66,2
17065,1443,14,211,2
125,1823,20,375,2
72,1800,16,161,2
25957,1438,12,136,2
16706,1309,15,286,2
8832,1227,14,253,2
33391,1698,13,132,2
28798,1383,12,18,2
9904,1334,13,159,2
23183,1409,13,202,2
31251,1872,14,60,2
38598,1526,13,151,2
9948,1290,14,162,2
8133,1348,16,85,2
642,1346,16,47,2
7690,1214,15,190,2
13219,1640,14,245,2
29820,1230,14,258,2
14186,1403,16,124,2
19675,1832,16,24,2
22097,1314,12,56,2
5696,1222,13,234,2
20379,1558,16,74,2
33151,1366,14,168,2
27315,1520,18,51,2
2749,2022,16,118,2
29154,1538,15,67,2
37089,1393,15,270,2
22474,1504,17,36,2
17362,1471,17,113,2
21524,1458,15,96,2
24876,1437,12,206,2
16663,1304,13,21,2
32556,1693,14,8,2
15615,1381,13,165,2
19898,1463,15,143,2
17858,1669,13,204,2
5123,1385,12,143,2
16904,1820,14,100,2
12696,1490,14,178,2
22717,1456,14,114,2
22499,1204,14,41,2
37509,1715,14,108,2
9014,1439,16,98,2
506,1559,14,144,2
35383,1384,12,11,2
36359,1368,12,247,2
26295,1843,14,187,2
1298,1504,13,119,2
30573,1218,13,132,2
22948,1516,15,116,2
19051,1326,14,87,2
206,1862,16,187,2
14530,1573,14,42,2
9403,1445,16,47,2
1180,1347,15,69,2
10277,1319,14,63,2
37632,1565,14,79,2
32121,1299,13,127,2
29961,1484,11,25,2
33652,1488,13,215,2
21325,1616,14,108,2
1594,1343,14,178,2
11583,1346,12,31,2
10526,1262,13,119,2
29607,1374,15,32,2
18697,1344,13,173,2
3271,1494,12,135,2
23627,1398,15,111,2
27359,1639,16,25,2
9650,1414,15,123,2
22051,1443,16,57,2
26835,1817,13,125,2
23421,1890,14,185,2
34443,1119,14,142,2
5670,1310,12,105,2
6397,1702,17,136,2
20450,1488,14,46,2
35434,1361,14,106,2
36293,1496,13,183,2
4537,1193,14,142,2
29141,1871,15,57,2
32932,1685,14,104,2
15667,2163,18,119,2
9877,1257,13,90,2
21880,1010,15,127,2
12027,1311,12,172,2
455,1372,14,296,2
28348,1843,16,156,2
5733,2166,17,228,2
8445,1357,12,181,2
18778,1476,13,9,2
33103,1735,14,436,2
28271,1165,14,195,2
2536,1262,14,37,2
24,1189,16,80,2
21578,1350,13,122,2
10638,1375,14,160,2
8997,1427,13,132,2
16878,1458,14,207,2
7727,1462,16,105,2
24947,1422,13,222,2
39273,1524,19,148,2
12739,1329,12,179,2
11833,1681,13,146,2
33778,2053,14,49,2
22917,1565,14,102,2
1457,1682,15,24,2
34656,1373,14,65,2
20799,1430,14,71,2
11342,1304,15,61,2
5582,1291,12,236,2
11913,1551,13,166,2
17333,1239,17,151,2
1392,1399,12,242,2
20325,1281,16,173,2
7943,1433,14,123,2
14856,1515,13,320,2
1940,1313,12,83,2
4900,1691,15,9,2
21144,1874,15,22,2
32079,1399,13,201,2
36360,1178,16,214,2
33687,1551,16,246,2
9809,1422,14,96,2
6632,1366,14,132,2
6017,1548,15,169,2
9274,1370,14,191,2
5781,1659,14,134,2
39566,1908,17,161,2
18331,1385,12,5,2
24822,1149,14,144,2
6022,1562,15,78,2
631,1356,17,187,2
35097,1372,14,76,2
21481,1431,12,175,2
21585,1312,13,63,2
17865,1366,15,63,2
13097,1693,16,59,2
974,1269,14,94,2
39992,1578,12,78,2
36397,1879,19,119,2
13457,1468,16,6,2
13479,1564,16,89,2
9324,1321,12,126,2
17,1300,13,211,2
14468,1644,16,221,2
37300,1191,18,124,2
24388,1122,15,41,2
27087,1233,14,271,2
4633,1252,13,204,2
20395,1991,18,66,2
29043,1477,12,8,2
2872,1257,13,65,2
891,1429,14,68,2
29287,1898,16,153,2
39907,1423,12,97,2
23043,1405,15,173,2
289,1370,14,88,2
10481,1218,13,49,2
11556,1360,13,19,2
15085,1901,21,53,2
13902,1570,15,150,2
30233,1505,15,163,2
38675,1272,13,124,2
21327,1400,12,26,2
25260,1307,13,39,2
5902,2064,21,46,2
3287,2244,20,93,2
27424,1170,14,114,2
31258,1363,14,108,2
5235,1599,14,15,2
1003,1474,13,280,2
22488,1743,14,102,2
14809,1066,15,146,2
2953,1403,12,43,2
30910,1852,19,80,2
17831,1689,15,40,2
23669,1456,11,65,2
26849,1586,16,114,2
31759,1615,18,6,2
38722,1092,16,41,2
18564,1199,14,127,2
36228,1544,15,49,2
38793,1514,15,149,2
14255,1793,20,13,2
22668,1562,16,81,2
23629,1743,18,23,2
10280,1811,15,132,2
38498,2057,19,177,2
1045,1385,16,216,2
27073,1673,13,266,2
31580,2271,18,205,2
32972,1214,13,130,2
33559,1323,14,16,2
17313,1476,14,97,2
31020,1247,13,103,2
26166,1460,14,87,2
25234,1751,16,148,2
6218,1266,14,132,2
13330,1811,14,7,2
26124,1596,14,126,2
2311,1451,12,104,2
20521,1314,12,155,2
6601,1632,15,118,2
5633,1418,15,144,2
5245,1307,13,152,2
29397,2236,17,254,2
38536,1164,14,15,2
19012,1578,16,63,2
25040,1392,13,122,2
6578,1463,15,235,2
32897,1498,16,47,2
39698,1761,14,364,2
10254,1771,16,103,2
13550,1997,16,249,2
21946,1303,15,75,2
32801,1187,14,89,2
34033,1122,14,181,2
27627,1469,15,212,2
24386,1325,13,159,2
17423,1288,13,52,2
2695,1158,14,14,2
31645,1335,12,85,2
12689,1543,15,120,2
18839,1236,14,13,2
34188,1651,15,62,2
12990,1428,13,83,2
39411,1334,12,46,2
27290,1788,13,140,2
10329,1113,14,58,2
11126,1246,13,74,2
27273,1427,11,26,2
33484,1512,18,53,2
23021,1337,16,106,2
10259,1369,13,61,2
6089,1307,13,226,2
17103,1366,14,122,2
23103,1294,14,158,2
29707,1481,11,263,2
16913,1358,13,216,2
4074,1379,14,125,2
17354,1295,12,176,2
17982,1615,16,127,2
24565,1572,13,47,2
36462,2058,19,47,2
19783,1635,13,185,2
11046,1510,13,38,2
23667,1364,12,40,2
32247,1127,14,95,2
1301,1546,14,136,2
15378,1284,14,183,2
11906,1161,15,81,2
8197,1312,12,93,2
11823,2022,16,119,2
37958,1769,20,70,2
39300,1503,14,79,2
18800,2062,17,82,2
36613,1505,12,145,2
14991,1446,13,72,2
1877,1300,12,223,2
38491,1674,13,249,2
25428,1233,15,103,2
34573,1063,17,29,2
37572,1560,15,88,2
13015,1292,14,269,2
8797,1373,13,63,2
12993,1281,13,265,2
39896,1203,13,162,2
37196,1281,14,29,2
9600,1339,12,246,2
29326,1349,13,159,2
33328,1470,17,392,2
38143,1195,13,145,2
8709,1571,13,59,2
9851,1255,16,34,2
38487,1582,17,166,2
32482,1039,15,200,2
28643,1205,15,97,2
4354,1752,13,118,2
20295,1587,17,73,2
15111,1493,16,55,2
21105,1507,14,24,2
32622,1415,14,97,2
29408,1465,12,211,2
26207,1797,15,98,2
767,2066,17,97,2
2664,1475,13,137,2
17328,1327,17,190,2
5377,1167,14,83,2
6458,1717,16,70,2
27839,1563,14,150,2
7427,1797,15,192,2
5113,1165,17,79,2
6727,1540,16,163,2
7233,1325,12,52,2
22544,1378,15,234,2
15184,1236,13,148,2
5849,1669,18,174,2
13133,1270,14,81,2
35173,1335,13,29,2
27323,1396,16,66,2
16423,1337,17,170,2
8433,1285,13,79,2
36682,1291,13,27,2
7906,1658,18,62,2
23313,1335,16,152,2
14893,1471,12,244,2
28813,1221,14,222,2
2507,1685,15,159,2
35059,1361,14,276,2
25219,1407,12,47,2
33655,1510,13,117,2
26125,1635,14,170,2
35282,1459,14,66,2
15859,1323,14,65,2
16179,1568,14,7,2
37487,1569,13,126,2
22211,1493,14,92,2
33104,1399,12,70,2
31864,1517,15,46,2
11930,1707,14,178,2
20056,1480,15,136,2
33290,1339,12,165,2
24680,1529,14,176,2
28162,1647,13,196,2
8029,1260,15,118,2
15938,1260,14,136,2
18967,1371,13,185,2
12969,1346,16,181,2
39188,1202,13,161,2
9019,1452,14,113,2
15418,1736,17,129,2
4253,2218,17,157,2
30797,1626,16,32,2
36906,1361,15,30,2
10296,1479,12,12,2
7637,1423,18,55,2
14276,1397,15,102,2
16436,1700,14,106,2
39296,1629,14,83,2
39730,1564,13,180,2
22577,1473,14,206,2
37648,1270,15,139,2
10140,1518,14,212,2
23713,1336,16,42,2
35238,2208,20,113,2
10832,1220,16,300,2
30271,2484,24,139,2
24577,1146,14,25,2
14817,1273,15,254,2
16052,1377,12,158,2
14411,1528,14,196,2
8978,1366,13,98,2
23758,1404,15,126,2
3445,1401,14,9,2
21845,1308,13,236,2
38067,1463,13,184,2
36097,1629,13,25,2
36896,1623,16,125,2
35330,1242,14,143,2
15773,1362,12,178,2
36414,1340,12,74,2
18893,1858,17,144,2
25314,1431,12,69,2
38115,1344,12,156,2
7750,1522,17,145,2
2237,1194,15,164,2
714,1507,17,117,2
32953,1574,15,113,2
30092,1288,14,126,2
22787,1495,12,11,2
31681,1514,12,104,2
13659,1177,14,163,2
34625,1630,15,230,2
24917,1418,13,68,2
33187,1416,12,92,2
9378,1028,17,119,2
7846,1651,13,169,2
15817,1220,15,197,2
13,1562,16,157,2
33447,1589,15,243,2
10730,1272,14,127,2
30341,1173,15,88,2
39209,1555,12,8,2
14986,1885,14,73,2
16762,1323,13,72,2
19640,1202,14,195,2
30196,1753,14,445,2
24570,1888,15,202,2
29704,1804,17,106,2
285,1500,15,101,2
37057,1429,14,72,2
18669,1266,14,64,2
19911,1421,13,272,2
25319,1060,15,72,2
28547,1583,15,74,2
32186,1215,13,121,2
17394,1630,15,56,2
34262,1399,16,70,2
24580,1398,16,126,2
15150,1631,18,36,2
36655,1631,16,126,2
3392,1421,14,148,2
18298,1674,15,17,2
10123,1238,14,43,2
25153,1873,16,201,2
19349,1441,18,16,2
11290,1103,16,179,2
5616,1397,14,126,2
1123,1612,18,68,2
6228,1447,14,160,2
34569,1280,13,117,2
8856,1191,15,131,2
22751,1604,16,13,2
12052,1293,13,183,2
12964,1363,14,135,2
38832,1956,17,9,2
27812,1421,12,3,2
3987,1592,16,165,2
2909,1879,17,45,2
28683,1457,13,254,2
32584,1235,13,143,2
18515,1669,20,29,2
28373,1340,15,78,2
38415,1108,14,173,2
27982,1780,20,79,2
1849,1860,16,30,2
6001,1369,12,147,2
5395,1377,15,55,2
11355,1714,18,58,2
5450,1472,14,83,2
29675,1270,14,219,2
9135,1186,13,237,2
33514,1867,16,63,2
1703,1608,16,109,2
8593,1375,13,215,2
6377,1360,12,70,2
39203,1538,16,202,2
11719,1664,17,229,2
8260,1631,12,188,2
17952,1459,15,86,2
395,1605,19,265,2
37674,1651,16,45,2
1837,1592,15,27,2
7245,2085,19,195,2
6279,1569,14,77,2
27308,1241,16,94,2
22312,1457,12,60,2
33050,1983,17,75,2
5691,1162,16,152,2
38223,1267,14,100,2
32694,1665,13,140,2
21990,1423,15,204,2
22291,1733,18,211,2
17895,1219,13,97,2
24299,1161,16,62,2
5938,1277,13,267,2
5947,1528,15,119,2
11415,1382,13,173,2
39760,1379,12,16,2
27716,1326,13,96,2
36522,1898,18,69,2
39810,1678,15,77,2
21324,1275,15,113,2
4140,1206,13,59,2
11471,1146,15,101,2
16640,1340,13,156,2
24168,1349,17,218,2
4009,1743,14,82,2
4254,1733,14,127,2
39926,1356,12,72,2
13228,1656,13,124,2
20779,1457,14,82,2
6379,2356,22,172,2
19218,1449,12,85,2
13641,1319,14,113,2
22435,1155,16,114,2
20527,1481,13,90,2
14760,1831,19,182,2
28818,1116,14,179,2
23822,1471,13,77,2
29944,1312,16,50,2
5127,1585,16,93,2
31047,1252,14,121,2
2046,1327,12,33,2
16723,1672,14,80,2
31508,1305,14,44,2
24768,1273,14,174,2
5704,1633,14,109,2
32336,1309,12,165,2
35798,1444,18,6,2
27933,1620,18,100,2
3425,1316,15,60,2
28253,1462,15,120,2
12738,1417,17,73,2
30046,1307,13,239,2
7471,1360,12,161,2
30100,1350,13,160,2
35444,1637,14,67,2
2889,1165,15,3,2
20176,1375,13,102,2
20095,1505,15,100,2
14860,1179,15,242,2
4501,1454,11,106,2
21945,1297,17,166,2
33243,1295,15,201,2
16062,1298,13,117,2
6658,1274,13,191,2
29422,1591,16,98,2
20074,1292,15,118,2
22308,1583,15,126,2
22494,1369,14,126,2
28193,1373,12,141,2
